,DATE,STAR,LIKE,REVIEW
3023,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,편리하고 좋습니다.
3024,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,유용하게 잘 쓰고 있습니다.
3025,2021-3-30,별표 5개 만점에 5개를 받았습니다.,1,아주 편하게 이용하고있습니다
3026,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하고 좋아요~~
3027,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,이용하기 편리해요.
3028,2021-1-7,별표 5개 만점에 5개를 받았습니다.,1,어렵지 않아 나이가 많은분들 도 간편하게 이용이 용이합니다
3029,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,사용이 편리하네요
3030,2020-12-7,별표 5개 만점에 1개를 받았습니다.,0,아니 이거 오늘 업뎃하고나서부터 들어가지긴 하는건지 시간이 너무 오래 걸리는데 왜 이러는거죠???
3031,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,전 NH스마트뱅킹만 사용합니다 저의 주거래 은행이라^^
3032,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,이용하기 편리해요.
3033,2020-11-1,별표 5개 만점에 5개를 받았습니다.,1,농협스마트뱅킹..편리하고좋아요..많은이벤트해주세여..
3034,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,잘이용하고있고 좋아요
3035,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,앱 사용이편리해서 잘 사용하고 있습니다
3036,2020-10-24,별표 5개 만점에 4개를 받았습니다.,0,항상 매일 이용하고 있어요. 스마트뱅킹으로 편리한 생활하고 있어요
3037,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,앱 사용이 편리하여 자주 이용합니다~~~~~~^^
3038,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,편리해서 좋아요
3039,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,모바일로 가입하기쉽네요
3040,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,사용이 편리해요.
3041,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,농협뱅킹중에 가장 가벼운거같아요
3042,2021-3-27,별표 5개 만점에 1개를 받았습니다.,0,진짜 역겨운 어플 계좌개설 계속 오류나서 던져버리고 싶네요
3043,2020-10-21,별표 5개 만점에 1개를 받았습니다.,2,아니 카뱅같은거는 로그인도 얼마나 빠른데 농협 앱 안에 자꾸 쓸데없는걸 줄여야지 자꾸 뭘 업뎃만하고 쓸데없는걸 많이 해놓으니까 로그인 로딩하는데 왜이렇게 오래걸려요;;; 쫌 사용자들을 위해서 생각하거 앱을 업데이트하던 만들던하세요 아오...
3044,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,편하게 잘 쓰고 있어요~~!
3045,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,점점 개선되고 있어요
3046,2020-10-28,별표 5개 만점에 1개를 받았습니다.,0,급해죽겠는데 계속 오류나요. 이것좀 어떻게 해봐요ㅠㅠ
3047,2021-4-6,별표 5개 만점에 4개를 받았습니다.,0,아주.간편하고 쉬어요.
3048,2021-4-6,별표 5개 만점에 4개를 받았습니다.,0,사용 편의성이 좋아요
3049,2020-12-6,별표 5개 만점에 2개를 받았습니다.,0,Lg v40인데 지문 인식 열라 안됩니다. 여하튼 쓰긴 쓰는데 이게 ..진짜 거래하기 싫을 수준의 인식율 ㅠㅠ
3050,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,사용하기좋아요~잘사용하고 있습니다
3051,2020-11-8,별표 5개 만점에 1개를 받았습니다.,0,몇일동안 접속이 안되는데 빨리좀 고쳐줘요...
3052,2020-10-22,별표 5개 만점에 1개를 받았습니다.,0,최악의 업뎃. 이체할 때 자주 사용 이체란이 보이지도 않아서 이것저것 눌러보다 찾았는데 뭐 알아서 찾으란겁니까? 계좌 누르고 다음으로 넘어가면 바로 입렵한 계좌와 금액 확인 후 오티피 누르면 됐는데 그 화면 아랫부분에 그동안 보냈던 계좌들이 다 나와서 헷갈림. 최악의 가독성.
3053,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,너무 잘 쓰고 있어요~~
3054,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,사용편의성이 높음
3055,2021-1-11,별표 5개 만점에 1개를 받았습니다.,0,업데이후로 로그인에서 로딩만 하고 안넘어가져요..............
3056,2020-10-26,별표 5개 만점에 5개를 받았습니다.,0,언제 어디서나 편리하게 이용할수있는 NH스마트뱅킹~~상품가입도 오픈뱅킹도 알찬이벤트도 NH스마트뱅킹 하나로 해결 !!!Good
3057,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,정말 편리합니다.
3058,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,아주 편리합니다~^^
3059,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,화면이 보기 편해요
3060,2020-12-10,별표 5개 만점에 5개를 받았습니다.,2,속도도빠르고 직관적이라 편해요ㅋㅋ
3061,2020-11-27,별표 5개 만점에 1개를 받았습니다.,1,잘되다가 이체 갑자기 안되요 계속 뱅글뱅글 돌기만하고
3062,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,바뀐후에... 계좌이체가 좀 불편해요...
3063,2020-12-9,별표 5개 만점에 5개를 받았습니다.,0,쉽고 빠르고 시간낭비하지않아서 만족.
3064,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,편하게잘사용하고있음
3065,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,늘 편하게 사용하고 있어요
3066,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,편하게 잘 쓰고 있어요~^^
3067,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편하게 잘 사용중입니다
3068,2021-3-23,별표 5개 만점에 3개를 받았습니다.,0,오늘갑작기앱을실행하면안켜지고꺼져요ㅠㅠㅠㅠㅠ
3069,2021-3-25,별표 5개 만점에 1개를 받았습니다.,0,접속이 안되는 이유 알려주세요.
3070,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,사용편히고 좋습니다
3071,2021-2-18,별표 5개 만점에 5개를 받았습니다.,0,편하게 사용할 수 있어서 좋아요
3072,2021-4-3,별표 5개 만점에 3개를 받았습니다.,0,앱 접속이 되지 않아요 ㅠ
3073,2020-11-1,별표 5개 만점에 5개를 받았습니다.,0,항상 잘쓰고 있는 어플입니다~감사합니다
3074,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하게 잘 사용하고 있어요
3075,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,편리하게 잘 사용하고 있어요
3076,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,넘 편하고실용적인 앱 ♡
3077,2020-10-23,별표 5개 만점에 1개를 받았습니다.,0,스마트뱅킹 가입하려고 아이디 중복체크하는데 입력하는 것 전부 이미 가입되있다고 하네요 30번 시도 하고 그만둡니다. 농협도 그만 이용하렵니다.
3078,2020-10-30,별표 5개 만점에 1개를 받았습니다.,0,업데이트하고 계속 어플이 실행이 안되네요
3079,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,정말 편리하고 좋아요
3080,2021-4-6,별표 5개 만점에 3개를 받았습니다.,0,가끔 에러가 나서 불편하네요~~
3081,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하게 사용할 수 있어 좋습니다.
3082,2021-4-8,별표 5개 만점에 5개를 받았습니다.,0,아주편리해요
3083,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편 리하게 잘 사용하고 있습니다.
3084,2020-11-30,별표 5개 만점에 3개를 받았습니다.,0,"자녀들의 주식거래를 위해 계좌개설을하고 인터넷뱅킹에 가입하라고 하셨는데, 제가 이미 제 폰으로 인터넷뱅킹을 하고 있는지라 다시 깔수가 없던데, 그럼 매번 제 계좌와 아이들계좌를 볼때마다 로그인 /로그아웃 과정을 거쳐가며 거래확인을 해야하나요? 그런과정을 거치지 않고 바로 자녀들의 계좌관리를 할 수 는 없나요?"
3085,2020-10-30,별표 5개 만점에 5개를 받았습니다.,0,이체할때 빠르고 사용이 편리해요.
3086,2020-10-29,별표 5개 만점에 5개를 받았습니다.,0,NH스마트뱅킹은 간편하고 깔끔하게 잘되어있어서 잘사용하고 있어요~~
3087,2020-11-26,별표 5개 만점에 1개를 받았습니다.,0,갤럭시 화면분할 왜 막아두신 건가요. 너무 불편 합니다.
3088,2020-12-3,별표 5개 만점에 1개를 받았습니다.,0,안되서 제거하고 다시 설치했는데 하루종일 로딩만하고있어요 로딩중~~~~~~~
3089,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,편리하게 잘 사용하고있어요
3090,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,정말 많이 좋아졌어요
3091,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,은행업무에 잘 사용 중입니다
3092,2020-12-2,별표 5개 만점에 5개를 받았습니다.,0,12월 1일 주소업데이트 질문자인데 타은행은 다 업데이트되 수정했다구요
3093,2020-11-21,별표 5개 만점에 2개를 받았습니다.,0,다계좌이체 누구 머리로 만든거고 누구 머리로 승인한건지 어렵고 복잡해서 사용하는데 더 불편함 원상복귀 시키시죠
3094,2020-10-25,별표 5개 만점에 1개를 받았습니다.,1,1점도아까움 다른은행앱 다켜지는데 지혼자 무한로딩중
